0,1,2,3,4,5,6,7,y
0.0,0.0,1.0,0.0,0.0,0.3300536417586927,-0.4826368272696796,-0.9111921126101178,7421.19455
1.0,0.0,1.0,0.0,0.0,1.5385229943332948,1.2945159899805987,-0.9111921126101178,12950.0712
0.0,0.0,1.0,0.0,0.0,0.6143993717762462,1.7663264724364236,2.379864631669464,11033.6617
1.0,0.0,0.0,0.0,1.0,-0.0964649532676375,0.6853010512306199,0.734336259529673,6082.405
0.0,0.0,0.0,0.0,1.0,-0.5229835482939676,1.7448052925349307,-0.9111921126101178,3989.841
0.0,0.0,1.0,0.0,0.0,-0.0964649532676375,-0.05800739305943605,1.5571004455995683,7537.1639
1.0,0.0,0.0,0.0,1.0,-0.9495021433202978,-1.135721863511165,0.734336259529673,3484.331
1.0,0.0,0.0,0.0,1.0,0.6854858042806344,-0.043108114666094204,-0.9111921126101178,8116.68
0.0,0.0,0.0,1.0,0.0,-0.5229835482939676,-1.143999240396355,-0.08842792654022237,17626.23951
0.0,0.0,0.0,0.0,1.0,1.3252636968201297,-0.8874005569554672,-0.9111921126101178,11837.16
0.0,0.0,0.0,0.0,0.0,0.7565722367850228,2.348226067465276,-0.9111921126101178,9541.69555
1.0,0.0,0.0,1.0,0.0,-0.23863781827641423,-0.14243663728837358,-0.9111921126101178,4399.731
0.0,0.0,0.0,0.0,0.0,-1.5181936033554047,-0.3882747307785144,-0.9111921126101178,2200.83085
1.0,0.0,0.0,1.0,0.0,1.3252636968201297,0.9137566532618612,-0.9111921126101178,11363.2832
1.0,0.0,0.0,0.0,1.0,-1.376020738346628,-1.4171526776076226,-0.08842792654022237,1964.78
0.0,0.0,1.0,0.0,0.0,1.5385229943332948,0.09926276775917248,-0.9111921126101178,13429.0354
1.0,0.0,0.0,0.0,1.0,0.4722265067674694,-0.49008646646635023,-0.9111921126101178,24603.04837
0.0,0.0,0.0,1.0,0.0,1.0409179668025763,0.22176794565998317,1.5571004455995683,27322.73386
1.0,1.0,0.0,0.0,0.0,1.1120043993069646,0.02062768734986792,-0.9111921126101178,42303.69215
1.0,1.0,0.0,1.0,0.0,-1.0205885758246862,2.479836359939796,0.734336259529673,42112.2356
1.0,1.0,0.0,1.0,0.0,0.5433129392718578,0.9319668824092789,-0.9111921126101178,41676.0811
0.0,0.0,0.0,1.0,0.0,-0.5229835482939676,-0.16064686643579135,-0.08842792654022237,4562.8421
1.0,0.0,0.0,0.0,0.0,-0.9495021433202978,0.3194409929052249,-0.08842792654022237,3490.5491
0.0,0.0,0.0,1.0,0.0,1.1120043993069646,1.6967965066008293,1.5571004455995683,12485.8009
1.0,0.0,0.0,0.0,0.0,-0.23863781827641423,-0.2781856182054885,1.5571004455995683,6748.5912
0.0,1.0,0.0,1.0,0.0,0.25896720925430433,2.5890977348243034,-0.9111921126101178,45863.205
0.0,0.0,0.0,0.0,1.0,-1.2338478733378513,0.9005128502455576,-0.9111921126101178,2166.732
1.0,0.0,1.0,0.0,0.0,-0.0964649532676375,-0.2152775538780446,0.734336259529673,6457.8434
0.0,0.0,0.0,0.0,1.0,1.0409179668025763,-1.251605139903824,1.5571004455995683,12094.478
1.0,1.0,0.0,1.0,0.0,0.18788077674991593,-0.9801071780695942,-0.9111921126101178,19515.5416
1.0,0.0,0.0,0.0,0.0,-1.376020738346628,-0.07373440914129732,3.202628817739359,4915.05985
1.0,0.0,1.0,0.0,0.0,-1.0205885758246862,-0.4983638433515403,-0.9111921126101178,2523.1695
1.0,0.0,0.0,0.0,0.0,1.2541772643157414,1.7191454241908417,-0.9111921126101178,11566.30055
1.0,0.0,0.0,0.0,0.0,-1.0205885758246862,-0.9229932775617838,0.734336259529673,23241.47453
1.0,0.0,0.0,1.0,0.0,-0.5229835482939676,-0.08780594984611975,-0.08842792654022237,4074.4537
1.0,0.0,0.0,0.0,0.0,0.04570791174113922,0.5868002662968588,-0.08842792654022237,6600.20595
1.0,0.0,0.0,0.0,1.0,-1.4471071708510164,-1.632364476622561,-0.9111921126101178,1242.816
1.0,1.0,0.0,1.0,0.0,-0.30972425078080257,-1.0165276363644298,1.5571004455995683,19361.9988
1.0,0.0,0.0,0.0,0.0,0.401140074263081,-1.158898518789697,0.734336259529673,8603.8234
0.0,0.0,0.0,0.0,1.0,-0.4518971157895793,1.3806007095865733,1.5571004455995683,5972.378
0.0,0.0,0.0,1.0,0.0,-0.8073292783115211,0.4220804662815796,-0.9111921126101178,3171.6149
0.0,0.0,0.0,0.0,1.0,-0.4518971157895793,0.38731548336378174,0.734336259529673,5375.038
0.0,0.0,0.0,1.0,0.0,1.2541772643157414,-0.7980048865954161,0.734336259529673,12629.1656
1.0,1.0,0.0,0.0,1.0,-0.4518971157895793,-0.5728602353182496,-0.08842792654022237,19040.876
0.0,0.0,0.0,1.0,0.0,0.3300536417586927,-0.12422640814095584,0.734336259529673,8219.2039
0.0,0.0,0.0,0.0,1.0,0.401140074263081,0.7846295738528981,-0.9111921126101178,7348.142
0.0,0.0,0.0,0.0,0.0,-0.594069980798356,0.08353575167731181,-0.9111921126101178,4347.02335
0.0,0.0,0.0,0.0,0.0,-0.38081068328519097,-1.9137952907190183,1.5571004455995683,6753.038
0.0,0.0,0.0,0.0,1.0,-1.0916750083290745,-1.317824154985343,-0.9111921126101178,2457.502
0.0,0.0,0.0,1.0,0.0,-0.0964649532676375,0.021455425038387335,-0.08842792654022237,5976.8311
1.0,0.0,0.0,1.0,0.0,0.25896720925430433,0.7862850492299369,0.734336259529673,18806.14547
0.0,0.0,0.0,0.0,1.0,1.183090831811353,-0.8708458031850871,-0.9111921126101178,11070.535
1.0,0.0,0.0,0.0,1.0,0.9698315342981879,-1.516481200229902,-0.08842792654022237,10065.413
0.0,0.0,0.0,0.0,0.0,-0.9495021433202978,-0.15236948955060128,2.379864631669464,24671.66334
1.0,0.0,0.0,1.0,0.0,-1.162761440833463,0.33102932054449086,-0.9111921126101178,1824.2854
0.0,0.0,0.0,0.0,0.0,0.25896720925430433,-0.9072662614799232,-0.9111921126101178,7325.0482
1.0,1.0,0.0,0.0,1.0,-0.02537852076324914,0.7846295738528981,0.734336259529673,40103.89
0.0,1.0,1.0,0.0,0.0,0.401140074263081,-0.010826344813853434,-0.08842792654022237,39725.51805
0.0,0.0,0.0,0.0,1.0,-1.4471071708510164,0.38731548336378174,-0.9111921126101178,1748.774
1.0,1.0,0.0,0.0,1.0,1.4674365618289065,1.5461482472903718,-0.9111921126101178,48173.361
1.0,1.0,0.0,0.0,1.0,-1.2338478733378513,0.8342938351640384,-0.9111921126101178,35585.576
0.0,0.0,0.0,0.0,1.0,1.1120043993069646,-0.6225244966293892,-0.08842792654022237,35160.13457
1.0,0.0,0.0,0.0,1.0,-1.4471071708510164,0.8011843276232782,-0.9111921126101178,1263.249
1.0,0.0,0.0,1.0,0.0,1.6096094268376833,1.551114673421486,-0.9111921126101178,12982.8747
1.0,0.0,0.0,0.0,1.0,-1.4471071708510164,0.5859725286083405,-0.9111921126101178,1261.442
1.0,0.0,0.0,0.0,1.0,0.7565722367850228,-0.6556340041701488,-0.9111921126101178,8444.474
1.0,1.0,0.0,1.0,0.0,-1.0205885758246862,0.4585009245764151,0.734336259529673,36124.5737
1.0,0.0,0.0,1.0,0.0,1.6806958593420716,0.5131316120186683,1.5571004455995683,15161.5344
1.0,0.0,1.0,0.0,0.0,0.7565722367850228,0.06780873559545054,1.5571004455995683,10600.5483
1.0,0.0,1.0,0.0,0.0,0.04570791174113922,-0.19955053779618392,-0.08842792654022237,6393.60345
1.0,0.0,1.0,0.0,0.0,1.3963501293245182,-0.29391263428734915,-0.9111921126101178,12129.61415
0.0,0.0,0.0,0.0,0.0,-1.162761440833463,-1.0488094062166704,0.734336259529673,22395.74424
1.0,0.0,1.0,0.0,0.0,0.4722265067674694,1.6247833276996764,0.734336259529673,8733.22925
1.0,0.0,1.0,0.0,0.0,-0.4518971157895793,-1.3004416635264449,-0.9111921126101178,21984.47061
0.0,0.0,0.0,0.0,1.0,1.1120043993069646,-0.14243663728837358,0.734336259529673,11881.358
0.0,0.0,1.0,0.0,0.0,0.7565722367850228,-0.07373440914129732,-0.08842792654022237,9910.35985
0.0,0.0,0.0,0.0,0.0,-0.23863781827641423,-1.3948037600176095,1.5571004455995683,7228.21565
1.0,0.0,0.0,1.0,0.0,-1.162761440833463,3.2810864424261816,-0.08842792654022237,2438.0552
0.0,0.0,1.0,0.0,0.0,-0.5229835482939676,-0.13664247346874062,-0.9111921126101178,4357.04365
1.0,0.0,1.0,0.0,0.0,0.25896720925430433,-0.07373440914129732,1.5571004455995683,8410.04685
1.0,0.0,0.0,0.0,1.0,-0.0964649532676375,0.07277516172656469,-0.08842792654022237,5488.262
0.0,1.0,0.0,0.0,0.0,-0.02537852076324914,-0.9387202936436445,1.5571004455995683,21659.9301
0.0,0.0,1.0,0.0,0.0,1.1120043993069646,0.49243816980569355,0.734336259529673,12269.68865
1.0,0.0,1.0,0.0,0.0,-1.376020738346628,-0.13664247346874062,-0.9111921126101178,1769.53165
1.0,1.0,0.0,0.0,0.0,0.11679434424552758,0.03635470343172918,1.5571004455995683,39597.4072
0.0,1.0,0.0,0.0,1.0,-0.8784157108159095,0.13899417680808387,-0.9111921126101178,34838.873
1.0,0.0,0.0,0.0,0.0,-0.9495021433202978,-0.18382352171432323,-0.9111921126101178,2897.3235
1.0,0.0,0.0,1.0,0.0,-1.5181936033554047,2.0610010895491855,-0.9111921126101178,1149.3959
0.0,1.0,0.0,0.0,1.0,-0.02537852076324914,-2.0296785671116773,3.202628817739359,19023.26
1.0,0.0,0.0,0.0,0.0,-0.5229835482939676,1.1215188130801288,-0.08842792654022237,4667.60765
1.0,0.0,1.0,0.0,0.0,1.2541772643157414,0.5081651858875553,-0.08842792654022237,11945.1327
0.0,0.0,1.0,0.0,0.0,1.0409179668025763,-0.9859013418892272,1.5571004455995683,12479.70895
0.0,0.0,0.0,1.0,0.0,-0.594069980798356,-0.7980048865954161,-0.9111921126101178,3756.6216
0.0,0.0,0.0,0.0,1.0,0.11679434424552758,0.17210368434884407,-0.9111921126101178,6186.127
1.0,0.0,0.0,0.0,1.0,0.6143993717762462,-0.059662868436474295,0.734336259529673,8968.33
1.0,0.0,1.0,0.0,0.0,-1.3049343058422396,1.0428837326708242,-0.9111921126101178,1917.3184
1.0,0.0,0.0,0.0,1.0,-1.0916750083290745,-0.20865565236989278,-0.9111921126101178,1977.815
0.0,0.0,1.0,0.0,0.0,-1.162761440833463,0.7283434110336072,1.5571004455995683,4466.6214
0.0,0.0,1.0,0.0,0.0,-1.4471071708510164,0.9957026844252422,-0.9111921126101178,2136.88225
1.0,0.0,0.0,0.0,0.0,-1.0205885758246862,0.004900671268007243,-0.9111921126101178,2727.3951
1.0,1.0,1.0,0.0,0.0,0.5433129392718578,-0.3882747307785144,1.5571004455995683,24915.22085
0.0,0.0,0.0,0.0,0.0,0.3300536417586927,0.9799756683433803,-0.9111921126101178,12797.20962
1.0,1.0,0.0,0.0,1.0,-0.16755138577202586,0.5859725286083405,2.379864631669464,40182.246
0.0,1.0,1.0,0.0,0.0,-1.2338478733378513,-0.0265533608957147,-0.9111921126101178,33907.548
1.0,0.0,0.0,0.0,1.0,1.5385229943332948,2.1255646292536667,-0.9111921126101178,12574.049
0.0,0.0,0.0,1.0,0.0,1.3252636968201297,1.8788987980750067,-0.9111921126101178,24227.33724
1.0,0.0,1.0,0.0,0.0,-0.7362428458071327,0.19362486425033773,0.734336259529673,4433.3877
0.0,0.0,0.0,1.0,0.0,0.9698315342981879,1.4964839859792327,-0.08842792654022237,10579.711
1.0,0.0,0.0,0.0,1.0,0.18788077674991593,0.8674033427047974,0.734336259529673,7160.094
0.0,0.0,1.0,0.0,0.0,0.8987451017937995,0.19362486425033773,0.734336259529673,11187.6567
0.0,0.0,0.0,0.0,1.0,1.5385229943332948,1.4137102171273335,0.734336259529673,14235.072
1.0,0.0,0.0,0.0,0.0,0.9698315342981879,-0.010826344813853434,-0.9111921126101178,10072.05505
1.0,0.0,1.0,0.0,0.0,0.04570791174113922,-0.7028150524157315,-0.08842792654022237,6389.37785
0.0,0.0,0.0,0.0,0.0,0.8276586692894112,1.6719643759452585,-0.9111921126101178,9875.6804
1.0,0.0,1.0,0.0,0.0,0.04570791174113922,0.052081719513589864,2.379864631669464,8162.71625
1.0,0.0,0.0,0.0,1.0,-1.162761440833463,0.6356367899194796,-0.9111921126101178,1826.843
1.0,0.0,0.0,0.0,1.0,0.9698315342981879,0.9170676040159377,-0.08842792654022237,10085.846
0.0,0.0,1.0,0.0,0.0,-0.4518971157895793,-0.6399069880882882,-0.9111921126101178,4571.41305
0.0,0.0,1.0,0.0,0.0,0.6143993717762462,-0.2781856182054885,-0.08842792654022237,9249.4952
0.0,0.0,0.0,0.0,0.0,1.6096094268376833,1.0428837326708242,-0.08842792654022237,31620.00106
1.0,0.0,0.0,0.0,0.0,-1.5181936033554047,-0.8443581971524793,-0.9111921126101178,1708.0014
1.0,0.0,0.0,1.0,0.0,0.9698315342981879,-0.17885709558320909,-0.9111921126101178,9487.6442
0.0,1.0,0.0,1.0,0.0,-1.5181936033554047,-0.5430616785315658,1.5571004455995683,18223.4512
1.0,0.0,1.0,0.0,0.0,1.4674365618289065,-1.0330823901348098,-0.9111921126101178,12523.6048
1.0,1.0,0.0,1.0,0.0,1.3963501293245182,1.7514271940430823,-0.08842792654022237,48970.2476
0.0,1.0,0.0,1.0,0.0,-0.16755138577202586,1.2961714653576364,-0.9111921126101178,40419.0191
1.0,0.0,0.0,0.0,0.0,0.4722265067674694,1.4675131668810673,-0.08842792654022237,8342.90875
1.0,0.0,1.0,0.0,0.0,-0.30972425078080257,-2.102519483701349,-0.08842792654022237,5116.5004
0.0,1.0,0.0,1.0,0.0,-1.162761440833463,0.36744977883932634,0.734336259529673,36021.0112
1.0,0.0,0.0,0.0,1.0,-1.4471071708510164,-1.7813572605559793,-0.9111921126101178,1241.565
0.0,1.0,0.0,1.0,0.0,-1.5181936033554047,1.9335294855172611,-0.9111921126101178,38792.6856
1.0,0.0,0.0,0.0,0.0,0.7565722367850228,-0.5140908594334016,-0.08842792654022237,9617.66245
0.0,0.0,0.0,0.0,0.0,-1.0205885758246862,-1.1746255348715577,-0.9111921126101178,3206.49135
0.0,1.0,0.0,0.0,1.0,-1.4471071708510164,-1.4668169389187622,-0.9111921126101178,13844.506
1.0,0.0,0.0,1.0,0.0,-0.8073292783115211,0.40387023713416187,1.5571004455995683,4449.462
0.0,0.0,0.0,1.0,0.0,0.4722265067674694,0.4767111537238328,-0.08842792654022237,8240.5896
0.0,0.0,0.0,0.0,1.0,-1.4471071708510164,-0.9701743258073665,-0.9111921126101178,1737.376
1.0,0.0,0.0,0.0,0.0,-1.0916750083290745,0.5081651858875553,2.379864631669464,17128.42608
1.0,0.0,1.0,0.0,0.0,-0.594069980798356,0.08353575167731181,1.5571004455995683,5425.02335
0.0,0.0,0.0,0.0,1.0,0.11679434424552758,1.0826151417197363,0.734336259529673,7371.772
